Years,State_Code,CLTCB,NGTCB,PMTCB,FFTCB,RETCB,TERCB,TECCB,TEICB,TEACB,BMTCB,ELISB,NUETB
1996,AZ,342839.0,125265.0,430032.0,898136.0,114081.0,263265.0,252973.0,234113.0,394105.0,14706.0,-170653.0,302902.0
1997,AZ,369872.0,137588.0,430092.0,937552.0,143511.0,273503.0,261204.0,239161.0,394605.0,16421.0,-220606.0,307623.0
1998,AZ,386770.0,161086.0,468094.0,1015950.0,128116.0,287420.0,277199.0,232892.0,424601.0,12302.0,-239857.0,317888.0
1999,AZ,403262.0,167770.0,494547.0,1065579.0,116145.0,295935.0,287674.0,232133.0,447923.0,12492.0,-235900.0,317843.0
2000,AZ,432810.0,208137.0,502693.0,1143640.0,102228.0,323212.0,305909.0,221615.0,459904.0,13376.0,-252228.0,316839.0
2001,AZ,424023.0,244424.0,514052.0,1182499.0,92523.0,331334.0,304241.0,210192.0,475170.0,10376.0,-254237.0,299966.0
2002,AZ,406479.0,255247.0,526176.0,1187902.0,88026.0,325498.0,303421.0,200715.0,485220.0,9299.0,-283383.0,322260.0
2003,AZ,406537.0,275650.0,537072.0,1219260.0,84185.0,336694.0,302517.0,194629.0,500070.0,9556.0,-267352.0,297872.0
2004,AZ,425413.0,356264.0,558357.0,1340035.0,82440.0,347470.0,306130.0,220682.0,510199.0,9671.0,-331418.0,293158.0
2005,AZ,428445.0,329302.0,573763.0,1331510.0,92173.0,359581.0,316021.0,217238.0,532673.0,25221.0,-267224.0,269327.0
2006,AZ,431985.0,365230.0,582623.0,1379837.0,95419.0,374054.0,325175.0,222790.0,549147.0,25093.0,-254036.0,250568.0
2007,AZ,438524.0,401992.0,571417.0,1411933.0,97237.0,394012.0,341414.0,221075.0,541214.0,28976.0,-292384.0,280920.0
2008,AZ,458727.0,409966.0,542166.0,1410859.0,111605.0,385448.0,342244.0,232774.0,504851.0,36332.0,-361977.0,305726.0
2009,AZ,413260.0,377504.0,498802.0,1289566.0,95867.0,373837.0,332905.0,197009.0,476219.0,29074.0,-325366.0,320692.0
2010,AZ,457909.0,336208.0,499071.0,1293188.0,101018.0,376648.0,333914.0,208280.0,465006.0,30239.0,-336695.0,326102.0
2011,AZ,459909.0,293134.0,502271.0,1255314.0,128667.0,391384.0,347514.0,224978.0,460347.0,29100.0,-288505.0,327292.0
2012,AZ,420570.0,339043.0,489439.0,1249052.0,114897.0,378761.0,343690.0,220083.0,451556.0,27478.0,-304553.0,334636.0
2013,AZ,454865.0,340375.0,494685.0,1289924.0,119057.0,389506.0,350035.0,213655.0,458396.0,26583.0,-325837.0,328423.0
2014,AZ,447849.0,315916.0,493698.0,1257463.0,138101.0,377956.0,342287.0,236523.0,463479.0,31555.0,-313529.0,338044.0
2015,AZ,385822.0,365313.0,507759.0,1258895.0,149097.0,385464.0,347477.0,236215.0,473237.0,35410.0,-305809.0,340153.0
2016,AZ,323878.0,373916.0,531327.0,1229121.0,159710.0,391659.0,351533.0,241033.0,489451.0,35349.0,-254236.0,338636.0
2017,AZ,334512.0,335978.0,531908.0,1202399.0,169583.0,401375.0,355070.0,229563.0,489380.0,34730.0,-235044.0,338246.0
1960,CA,35903.0,1301826.0,1836912.0,3174641.0,270161.0,595971.0,435911.0,1193589.0,1224448.0,82098.0,6480.0,1.0
1961,CA,59106.0,1400174.0,1892977.0,3352257.0,248178.0,619172.0,488193.0,1209024.0,1292718.0,83506.0,10119.0,55.0
1962,CA,39681.0,1483423.0,1879327.0,3402431.0,329046.0,677892.0,514602.0,1214818.0,1316805.0,86898.0,-5884.0,84.0
1963,CA,46127.0,1623370.0,1915789.0,3585286.0,360333.0,711654.0,532666.0,1325160.0,1354256.0,93022.0,-22652.0,2288.0
1964,CA,53723.0,1817241.0,2027468.0,3898432.0,331757.0,792464.0,551289.0,1454644.0,1421236.0,98436.0,-14845.0,4369.0
1965,CA,63693.0,1813213.0,2089816.0,3966722.0,418518.0,841483.0,577322.0,1475421.0,1491493.0,97488.0,-2703.0,3193.0
1966,CA,51515.0,1982305.0,2219598.0,4253418.0,375877.0,870428.0,623839.0,1558212.0,1592738.0,100673.0,14027.0,1895.0
1967,CA,53949.0,2048734.0,2251677.0,4354360.0,473192.0,932522.0,644067.0,1610012.0,1654402.0,101885.0,6948.0,6503.0
1968,CA,57011.0,2187260.0,2403681.0,4647951.0,397366.0,948310.0,689567.0,1697912.0,1779333.0,110274.0,52802.0,17003.0
1969,CA,60031.0,2189883.0,2458067.0,4707981.0,544918.0,1036371.0,718320.0,1772204.0,1829888.0,116253.0,76757.0,27127.0
1970,CA,61812.0,2241295.0,2502535.0,4805642.0,521978.0,1046492.0,771607.0,1848333.0,1832707.0,116839.0,137180.0,34375.0
1971,CA,51015.0,2265324.0,2655395.0,4971734.0,533790.0,1167142.0,830984.0,1840387.0,1909144.0,119221.0,204032.0,38137.0
1972,CA,47452.0,2303562.0,2734460.0,5085475.0,472312.0,1192848.0,854486.0,1892588.0,1932085.0,127646.0,279958.0,34266.0
1973,CA,66956.0,2154045.0,3048428.0,5269429.0,553162.0,1189801.0,878226.0,1991904.0,1987135.0,130122.0,195794.0,28689.0
1974,CA,60670.0,1937140.0,2872447.0,4870257.0,645073.0,1148722.0,845078.0,1922886.0,1899639.0,134723.0,259717.0,41277.0
1975,CA,56405.0,1937322.0,2976517.0,4970244.0,578578.0,1220587.0,971642.0,1884711.0,1955901.0,127489.0,417168.0,66855.0
1976,CA,66630.0,1849711.0,3244758.0,5161100.0,422852.0,1202586.0,979844.0,1938348.0,2065541.0,144760.0,549254.0,53107.0
1977,CA,75109.0,1864187.0,3611311.0,5550607.0,338073.0,1154079.0,995988.0,2004393.0,2207003.0,151984.0,385391.0,87396.0
1978,CA,67892.0,1646333.0,3654422.0,5368647.0,576601.0,1196279.0,1005974.0,1897343.0,2373098.0,160261.0,443647.0,83801.0
1979,CA,68565.0,1900357.0,3733951.0,5702873.0,559806.0,1290698.0,1051824.0,2030621.0,2354473.0,168373.0,369623.0,95320.0
1980,CA,66170.0,1890887.0,3477280.0,5434336.0,591928.0,1226364.0,1085549.0,1864716.0,2363837.0,115610.0,460241.0,53665.0
1981,CA,78401.0,1947370.0,3210880.0,5236651.0,503653.0,1192869.0,1132333.0,1661176.0,2345832.0,133092.0,556506.0,35367.0
1982,CA,69415.0,1765171.0,2874156.0,4708742.0,702806.0,1232826.0,1085887.0,1526436.0,2230899.0,127114.0,623126.0,41357.0
1983,CA,32022.0,1601037.0,2979017.0,4612076.0,811004.0,1226313.0,1005167.0,1606882.0,2253957.0,148644.0,607930.0,61214.0
1984,CA,37243.0,1739833.0,3213001.0,4990077.0,696738.0,1227952.0,1070308.0,1860967.0,2373953.0,165871.0,692784.0,153366.0
1985,CA,45264.0,1925459.0,3125366.0,5096089.0,594659.0,1304360.0,1079857.0,1852772.0,2364497.0,167092.0,687342.0,209565.0
1986,CA,42519.0,1591045.0,3186566.0,4820130.0,668070.0,1217724.0,1073001.0,1762901.0,2447497.0,129117.0,722692.0,277332.0
1987,CA,44951.0,1992956.0,3319791.0,5357699.0,524440.0,1308727.0,1135265.0,1916019.0,2578470.0,157927.0,712617.0,317298.0
1988,CA,50824.0,1860391.0,3515528.0,5426744.0,515854.0,1359856.0,1201208.0,1852544.0,2730174.0,169036.0,849117.0,327209.0
1989,CA,66427.0,2047845.0,3567746.0,5682018.0,742268.0,1420797.0,1275834.0,1906598.0,2817092.0,235903.0,637471.0,344146.0
1990,CA,84160.0,2101602.0,3505561.0,5691323.0,672960.0,1369246.0,1312679.0,1927305.0,2834524.0,222587.0,717754.0,345955.0
1991,CA,89519.0,2208285.0,3254790.0,5552595.0,658107.0,1372604.0,1304557.0,1973677.0,2691435.0,219221.0,790680.0,330684.0
1992,CA,91515.0,2294135.0,3245822.0,5631472.0,642475.0,1355491.0,1290974.0,1980559.0,2681193.0,226570.0,658147.0,369043.0
1993,CA,84669.0,2213111.0,3155634.0,5453415.0,822390.0,1356760.0,1241311.0,1917642.0,2630809.0,193993.0,532287.0,331724.0
1994,CA,84616.0,2334777.0,3304777.0,5724170.0,635982.0,1369632.0,1212749.0,1938522.0,2752697.0,195852.0,553658.0,352778.0
1995,CA,84323.0,2109956.0,3313101.0,5507380.0,854526.0,1326002.0,1257945.0,1896395.0,2817129.0,181972.0,611846.0,317794.0
1996,CA,80324.0,2017680.0,3380192.0,5478197.0,824947.0,1366950.0,1251761.0,1937454.0,2866177.0,175098.0,756888.0,358119.0
1997,CA,82651.0,2185029.0,3292194.0,5559875.0,767380.0,1361765.0,1305597.0,2071477.0,2799948.0,158854.0,886833.0,320194.0
1998,CA,66157.0,2418688.0,3315357.0,5800202.0,838207.0,1494089.0,1437967.0,2091112.0,2807938.0,146909.0,831879.0,362928.0
1999,CA,69547.0,2379558.0,3423775.0,5872880.0,764517.0,1502062.0,1365297.0,2115400.0,2869808.0,155665.0,865793.0,348736.0
2000,CA,70012.0,2456438.0,3571465.0,6097915.0,741708.0,1435831.0,1365760.0,2101664.0,3018015.0,164105.0,703265.0,366845.0
2001,CA,67839.0,2513856.0,3585715.0,6167411.0,615241.0,1429328.0,1459587.0,2098775.0,2967467.0,164118.0,815176.0,346911.0
2002,CA,70010.0,2318656.0,3704382.0,6093048.0,684585.0,1440397.0,1474444.0,1962351.0,3130917.0,171469.0,865385.0,358707.0
2003,CA,69469.0,2317062.0,3520087.0,5906618.0,768651.0,1470668.0,1442269.0,1937697.0,3041631.0,205789.0,831956.0,370958.0
2004,CA,68909.0,2462247.0,3670782.0,6201938.0,768941.0,1503742.0,1556263.0,2006031.0,3194208.0,228393.0,969495.0,315634.0
2005,CA,67422.0,2304463.0,3741092.0,6112977.0,819424.0,1454017.0,1491344.0,1940537.0,3280160.0,226037.0,837486.0,377313.0
2006,CA,67017.0,2375929.0,3786528.0,6229474.0,897313.0,1503232.0,1540949.0,1916705.0,3328387.0,219639.0,820902.0,333488.0
2007,CA,66495.0,2467545.0,3795097.0,6329136.0,707045.0,1474374.0,1536055.0,1894783.0,3354828.0,225339.0,829649.0,375427.0
2008,CA,63050.0,2472612.0,3553537.0,6089199.0,680176.0,1511903.0,1572567.0,1846491.0,3144614.0,230230.0,950676.0,339506.0
2009,CA,52403.0,2391374.0,3409934.0,5853711.0,725536.0,1483947.0,1514184.0,1713376.0,3062794.0,237594.0,854216.0,332218.0
2010,CA,54972.0,2325411.0,3360585.0,5740968.0,837024.0,1466635.0,1510406.0,1740110.0,3043522.0,290583.0,835638.0,336562.0
2011,CA,55264.0,2196252.0,3299085.0,5550601.0,946195.0,1500559.0,1538314.0,1784566.0,2945352.0,291483.0,868272.0,383644.0
2012,CA,43832.0,2456371.0,3188192.0,5688395.0,808946.0,1437866.0,1490098.0,1747486.0,2873992.0,285560.0,828809.0,193939.0
2013,CA,38151.0,2480792.0,3228941.0,5747884.0,851748.0,1436370.0,1425067.0,1882363.0,2894207.0,298382.0,813847.0,187162.0
2014,CA,39486.0,2409574.0,3237780.0,5686840.0,857093.0,1355025.0,1432703.0,1859180.0,2937935.0,302638.0,821249.0,177656.0
2015,CA,30967.0,2384061.0,3364812.0,5779840.0,847218.0,1347738.0,1462756.0,1849740.0,3012471.0,279884.0,805607.0,193529.0
2016,CA,32077.0,2248939.0,3471549.0,5752565.0,1039844.0,1379721.0,1474980.0,1852097.0,3112429.0,272544.0,797830.0,197754.0
2017,CA,33663.0,2188659.0,3534162.0,5756484.0,1229658.0,1415536.0,1473141.0,1817757.0,3174912.0,272238.0,659381.0,187227.0
1960,CO,68206.0,194963.0,161701.0,424870.0,16914.0,92060.0,56584.0,171462.0,104450.0,6479.0,-17229.0,0.0
1961,CO,76938.0,210872.0,174643.0,462453.0,15464.0,97088.0,60042.0,189742.0,114878.0,6563.0,-16168.0,0.0
1962,CO,79296.0,202310.0,183671.0,465277.0,17144.0,100221.0,64319.0,180950.0,122860.0,6420.0,-14073.0,0.0
1963,CO,88958.0,180366.0,189938.0,459262.0,17410.0,92335.0,63921.0,180415.0,129258.0,6571.0,-10743.0,0.0
1964,CO,89600.0,205251.0,195500.0,490352.0,17865.0,106220.0,73228.0,184883.0,133723.0,6816.0,-10162.0,0.0
1965,CO,98117.0,204483.0,198500.0,501101.0,16369.0,107148.0,77240.0,185681.0,138618.0,6569.0,-8783.0,0.0
1966,CO,109021.0,207693.0,212419.0,529133.0,17380.0,123088.0,84663.0,176595.0,147575.0,6982.0,-14591.0,0.0
1967,CO,107862.0,210209.0,231730.0,549801.0,16908.0,123703.0,84631.0,192775.0,154378.0,7223.0,-11222.0,0.0
1968,CO,112995.0,253481.0,251339.0,617816.0,17248.0,136344.0,98648.0,215411.0,172368.0,7434.0,-12293.0,0.0
1969,CO,104487.0,268895.0,263952.0,637334.0,18181.0,142719.0,108270.0,215265.0,182623.0,7811.0,-6638.0,0.0
1970,CO,115688.0,274987.0,273380.0,664055.0,21329.0,145626.0,118104.0,218700.0,195193.0,8364.0,-7762.0,0.0
1971,CO,105682.0,281846.0,287557.0,675085.0,25526.0,152009.0,126792.0,206860.0,206248.0,8914.0,-8702.0,0.0
1972,CO,119005.0,301651.0,311194.0,731850.0,22935.0,165239.0,135041.0,231971.0,224073.0,10032.0,1540.0,0.0
1973,CO,140487.0,311694.0,327648.0,779829.0,23623.0,177577.0,145134.0,244793.0,234426.0,10310.0,-1522.0,0.0
1974,CO,138302.0,302725.0,322973.0,764001.0,24207.0,170929.0,145437.0,239721.0,231020.0,9433.0,-1102.0,0.0
1975,CO,159333.0,280996.0,326510.0,766840.0,24728.0,166755.0,146166.0,234177.0,237340.0,9050.0,-7129.0,0.0
1976,CO,185147.0,276287.0,344788.0,806222.0,23636.0,177547.0,140407.0,249850.0,250996.0,10276.0,-11060.0,0.0
1977,CO,223762.0,253994.0,355019.0,832774.0,23658.0,171405.0,140775.0,260655.0,262260.0,12471.0,-23757.0,2421.0
1978,CO,218619.0,234600.0,375010.0,828228.0,29391.0,172077.0,145680.0,253259.0,279228.0,15473.0,-14037.0,6664.0
1979,CO,238041.0,260824.0,340605.0,839469.0,33170.0,176054.0,152522.0,257692.0,269764.0,16485.0,-18924.0,2316.0
1980,CO,247615.0,254569.0,327783.0,820168.0,28582.0,179966.0,155095.0,251908.0,251120.0,10749.0,-17935.0,7273.0
1981,CO,278732.0,210509.0,301714.0,781878.0,28752.0,189511.0,158025.0,219529.0,249246.0,14131.0,-2580.0,8261.0
1982,CO,276433.0,224991.0,308533.0,801081.0,32043.0,208501.0,185130.0,180324.0,259137.0,14794.0,-6330.0,6299.0
1983,CO,254698.0,215094.0,319872.0,781690.0,35857.0,216900.0,193826.0,165183.0,255521.0,16171.0,5721.0,8162.0
1984,CO,286888.0,230105.0,325731.0,833570.0,39837.0,207793.0,208942.0,184055.0,266929.0,17189.0,-6287.0,598.0
1985,CO,299070.0,218723.0,326922.0,835790.0,43210.0,207519.0,212908.0,171756.0,277566.0,18581.0,-8915.0,-337.0
1986,CO,295376.0,198439.0,334033.0,819729.0,44294.0,195813.0,203649.0,181566.0,278417.0,20649.0,-5130.0,550.0
1987,CO,296539.0,210148.0,333845.0,831920.0,32433.0,196751.0,208728.0,179563.0,281120.0,13486.0,-3.0,1812.0
1988,CO,311372.0,228950.0,336407.0,866347.0,32649.0,207182.0,222722.0,196685.0,272773.0,14630.0,-6626.0,6994.0
1989,CO,323462.0,249848.0,320489.0,884507.0,30873.0,211451.0,232424.0,205152.0,266101.0,12050.0,-5853.0,5600.0
1990,CO,337375.0,247756.0,326470.0,896141.0,27106.0,214109.0,236944.0,210272.0,271483.0,11777.0,9561.0,0.0
1991,CO,330609.0,275761.0,331410.0,930806.0,32617.0,231082.0,247911.0,230713.0,273879.0,13316.0,20162.0,0.0
1992,CO,339652.0,266362.0,340901.0,939589.0,28988.0,226915.0,244690.0,234179.0,278016.0,12891.0,15222.0,0.0
1993,CO,347233.0,294917.0,364253.0,997852.0,33636.0,242302.0,254526.0,250941.0,303181.0,13325.0,19461.0,0.0
1994,CO,359375.0,280366.0,371844.0,1003371.0,29288.0,236373.0,233132.0,274678.0,308186.0,12746.0,19711.0,0.0
1995,CO,344201.0,295686.0,377856.0,1010439.0,36531.0,248518.0,237338.0,272469.0,319505.0,13929.0,30859.0,0.0
1996,CO,350712.0,322813.0,391154.0,1057720.0,35801.0,261950.0,251800.0,285874.0,328227.0,16342.0,34331.0,0.0
1997,CO,362423.0,318292.0,371516.0,1045838.0,38515.0,264229.0,253509.0,280554.0,326348.0,17123.0,40139.0,0.0
1998,CO,364889.0,334257.0,402345.0,1096131.0,31402.0,261235.0,261205.0,306146.0,340749.0,15850.0,41800.0,0.0
1999,CO,364236.0,335458.0,412819.0,1107951.0,32395.0,275088.0,272844.0,279295.0,361723.0,15625.0,48594.0,0.0
2000,CO,387879.0,370911.0,438600.0,1192573.0,31999.0,292583.0,283770.0,308062.0,366109.0,16364.0,25912.0,0.0
2001,CO,400028.0,469766.0,453248.0,1317337.0,30469.0,301883.0,289872.0,374458.0,386382.0,13731.0,4665.0,0.0
2002,CO,390480.0,463532.0,434502.0,1282690.0,27040.0,317538.0,299694.0,352220.0,383274.0,12540.0,42973.0,0.0
2003,CO,394163.0,442361.0,457424.0,1288459.0,28791.0,317981.0,290616.0,367334.0,378036.0,13784.0,36709.0,0.0
2004,CO,390186.0,446103.0,490984.0,1321889.0,29092.0,307914.0,284990.0,372198.0,416492.0,14166.0,30486.0,0.0
2005,CO,386670.0,483960.0,489645.0,1354835.0,35522.0,323145.0,286727.0,382734.0,422997.0,12798.0,25226.0,0.0
2006,CO,394348.0,465259.0,506709.0,1359968.0,42139.0,321426.0,287048.0,391414.0,432082.0,14952.0,29859.0,0.0
2007,CO,388586.0,519918.0,513431.0,1414857.0,50497.0,343360.0,293354.0,405137.0,441875.0,19708.0,18375.0,0.0
2008,CO,385416.0,514880.0,486432.0,1380338.0,77281.0,347929.0,302337.0,412316.0,424960.0,23926.0,29927.0,0.0
2009,CO,350224.0,533677.0,466512.0,1342734.0,78243.0,339581.0,297444.0,414084.0,414292.0,27115.0,44422.0,0.0
2010,CO,382623.0,510877.0,482811.0,1371063.0,81774.0,352315.0,287496.0,455489.0,420271.0,30171.0,62744.0,0.0
2011,CO,368871.0,481614.0,460309.0,1306387.0,106765.0,354262.0,287990.0,421232.0,409237.0,32398.0,59595.0,0.0
2012,CO,370085.0,461056.0,456932.0,1283488.0,106848.0,334949.0,277651.0,421118.0,407686.0,31158.0,51073.0,0.0
2013,CO,363532.0,485106.0,458269.0,1302675.0,121665.0,363368.0,286746.0,415121.0,403115.0,35418.0,44013.0,0.0
2014,CO,350526.0,501498.0,472994.0,1320702.0,130081.0,353334.0,284107.0,431765.0,413601.0,36371.0,32046.0,0.0
2015,CO,340107.0,494922.0,473438.0,1304187.0,132340.0,347376.0,290564.0,440335.0,412279.0,40552.0,54027.0,0.0
2016,CO,321476.0,468803.0,470407.0,1256631.0,157085.0,348308.0,289926.0,399381.0,415388.0,42278.0,39286.0,0.0
2017,CO,315835.0,466263.0,480539.0,1258156.0,160230.0,343326.0,290828.0,406698.0,422013.0,42203.0,44478.0,0.0
1960,CT,101694.0,29449.0,362231.0,493374.0,17406.0,157365.0,63357.0,170379.0,116898.0,12842.0,-2780.0,0.0
1961,CT,107540.0,31424.0,365569.0,504533.0,17076.0,158725.0,64963.0,168945.0,125496.0,13169.0,-3480.0,0.0
1962,CT,112064.0,33355.0,378744.0,524163.0,15937.0,158566.0,66976.0,180334.0,130768.0,12825.0,-3456.0,0.0
1963,CT,117384.0,35575.0,380064.0,533023.0,16253.0,159556.0,69887.0,181031.0,134750.0,13339.0,-4052.0,0.0
1964,CT,120798.0,38627.0,389732.0,549157.0,16703.0,152440.0,71355.0,202315.0,137397.0,13886.0,-2353.0,0.0
1965,CT,128613.0,41720.0,386912.0,557245.0,15500.0,160492.0,73537.0,194943.0,140533.0,13541.0,-3240.0,0.0
1966,CT,136198.0,48744.0,412430.0,597372.0,16243.0,159047.0,77553.0,222567.0,150121.0,13612.0,-4327.0,0.0
1967,CT,109548.0,50826.0,445943.0,606317.0,18072.0,165908.0,81609.0,221316.0,155282.0,13964.0,-6331.0,6056.0
1968,CT,82430.0,54053.0,485914.0,622398.0,18657.0,176332.0,89937.0,214011.0,168490.0,14931.0,-26226.0,33941.0
1969,CT,59211.0,58405.0,526530.0,644146.0,19701.0,186715.0,94930.0,211376.0,174636.0,15262.0,-36355.0,40166.0
1970,CT,48577.0,61543.0,558983.0,669103.0,19293.0,201340.0,104561.0,205463.0,182566.0,15837.0,-34032.0,39567.0
1971,CT,36411.0,62417.0,544345.0,643173.0,20206.0,204986.0,109892.0,183354.0,184357.0,16109.0,-64964.0,84173.0
1972,CT,4249.0,65032.0,605010.0,674292.0,22712.0,216597.0,118187.0,188218.0,194609.0,17127.0,-63325.0,83932.0
1973,CT,2625.0,63548.0,627116.0,693289.0,21870.0,216291.0,122773.0,202749.0,201251.0,17225.0,-19005.0,46911.0
1974,CT,6522.0,67139.0,574032.0,647693.0,22509.0,212487.0,118728.0,184573.0,198339.0,18039.0,-45026.0,88951.0
1975,CT,1272.0,64331.0,533254.0,598857.0,22237.0,204854.0,117180.0,171009.0,196470.0,17102.0,-21171.0,89590.0
1976,CT,1152.0,66382.0,555426.0,622960.0,23862.0,219245.0,124977.0,196591.0,201295.0,19886.0,-40928.0,136215.0
1977,CT,1167.0,64709.0,550634.0,616510.0,24105.0,218020.0,127583.0,198436.0,204071.0,19608.0,-34380.0,141876.0
1978,CT,807.0,66038.0,563328.0,630174.0,26391.0,222691.0,131486.0,208884.0,205676.0,22669.0,-39502.0,151674.0
1979,CT,1070.0,68752.0,533199.0,603021.0,29359.0,244287.0,136733.0,180017.0,194654.0,24583.0,-14919.0,138231.0
1980,CT,364.0,74180.0,502250.0,576646.0,43748.0,231791.0,129788.0,181473.0,185174.0,41088.0,-21261.0,129094.0
1981,CT,904.0,78750.0,436491.0,514521.0,42958.0,230318.0,134351.0,149766.0,181361.0,40241.0,-1472.0,139788.0
1982,CT,763.0,80359.0,435008.0,515024.0,41481.0,224054.0,137538.0,149067.0,186080.0,37604.0,-10632.0,150866.0
1983,CT,712.0,76585.0,428078.0,505076.0,48199.0,211728.0,147582.0,141760.0,187348.0,44222.0,8776.0,126367.0
1984,CT,1489.0,83491.0,466486.0,551221.0,41112.0,214133.0,155963.0,149915.0,195062.0,37171.0,-32227.0,154967.0
1985,CT,21316.0,80561.0,449592.0,551117.0,40389.0,215111.0,159998.0,151202.0,196759.0,37629.0,-3707.0,135127.0
1986,CT,21216.0,81269.0,471128.0,573307.0,35551.0,230119.0,164010.0,145419.0,200195.0,31652.0,-68062.0,197480.0
1987,CT,21396.0,94690.0,465403.0,581303.0,30809.0,235424.0,168502.0,150500.0,209097.0,27231.0,-65032.0,214482.0
1988,CT,23112.0,90950.0,497770.0,611580.0,34409.0,256565.0,173079.0,149218.0,216609.0,30997.0,-88733.0,235904.0
1989,CT,23762.0,102005.0,508810.0,634317.0,36042.0,267654.0,187991.0,137465.0,218201.0,31371.0,-66858.0,207033.0
1990,CT,38511.0,108957.0,439477.0,586830.0,34712.0,249091.0,182835.0,130770.0,205529.0,28711.0,-62715.0,209272.0
1991,CT,38582.0,115834.0,426380.0,580645.0,35008.0,246763.0,182253.0,134208.0,204102.0,30415.0,21485.0,128355.0
1992,CT,39166.0,126174.0,422371.0,587669.0,39390.0,268736.0,190820.0,135674.0,205609.0,34934.0,-4906.0,175606.0
1993,CT,37303.0,125889.0,398029.0,561125.0,39678.0,263350.0,186397.0,133303.0,206060.0,35325.0,-44370.0,229006.0
1994,CT,38584.0,134404.0,382203.0,555161.0,40824.0,260375.0,194440.0,130331.0,205590.0,35727.0,-19985.0,210712.0
1995,CT,40787.0,144937.0,363702.0,549356.0,46227.0,250180.0,191423.0,130474.0,201738.0,42323.0,-23117.0,196995.0
1996,CT,41120.0,139151.0,402402.0,582624.0,56334.0,260048.0,206648.0,132946.0,213178.0,49675.0,103957.0,65384.0
1997,CT,44982.0,148622.0,427410.0,620977.0,51004.0,250478.0,209374.0,129229.0,213989.0,46243.0,126600.0,-1309.0
1998,CT,32569.0,134925.0,417161.0,584621.0,49471.0,234405.0,211263.0,119952.0,216761.0,44668.0,108264.0,34022.0
1999,CT,15231.0,155902.0,442382.0,613483.0,49593.0,253573.0,216300.0,120403.0,235201.0,45009.0,23344.0,132456.0
2000,CT,36246.0,163717.0,428736.0,628679.0,50913.0,279327.0,228687.0,128607.0,227972.0,45279.0,8918.0,170674.0
2001,CT,39991.0,149350.0,418855.0,608189.0,29915.0,263507.0,214437.0,114144.0,237673.0,26648.0,27932.0,161112.0
2002,CT,34206.0,181671.0,382283.0,598153.0,28606.0,262116.0,209317.0,107834.0,236676.0,24827.0,32294.0,155777.0
2003,CT,41864.0,157310.0,434313.0,633429.0,32968.0,298641.0,225516.0,122166.0,248598.0,26844.0,59778.0,167566.0
2004,CT,43997.0,166057.0,451366.0,661226.0,42955.0,298710.0,207717.0,116533.0,284559.0,37860.0,27474.0,172470.0
2005,CT,42023.0,171429.0,443947.0,657121.0,29137.0,281940.0,202739.0,116584.0,262456.0,23791.0,11085.0,162406.0
2006,CT,45722.0,175963.0,391609.0,613200.0,35589.0,252824.0,190943.0,109877.0,256576.0,29530.0,-15655.0,173111.0
2007,CT,39931.0,183604.0,377002.0,600537.0,36036.0,265629.0,211813.0,107393.0,257149.0,31661.0,28389.0,171874.0
2008,CT,45188.0,169802.0,339919.0,554909.0,36345.0,255154.0,195688.0,81061.0,242672.0,29922.0,15228.0,161305.0
2009,CT,26265.0,188571.0,339142.0,553977.0,41556.0,253181.0,187056.0,87154.0,239024.0,35504.0,-11530.0,174220.0
2010,CT,28711.0,203814.0,329694.0,562219.0,43444.0,251431.0,190638.0,88605.0,236667.0,38476.0,-19473.0,175074.0
2011,CT,6081.0,236016.0,315574.0,557672.0,43037.0,238420.0,184351.0,86012.0,232213.0,36315.0,-34383.0,166669.0
2012,CT,9290.0,236260.0,298888.0,544438.0,38717.0,232717.0,183353.0,83336.0,226341.0,34431.0,-36368.0,178959.0
2013,CT,7679.0,240102.0,310920.0,558702.0,41547.0,247889.0,190340.0,88739.0,227192.0,36091.0,-26548.0,178465.0
2014,CT,9097.0,242227.0,310162.0,561486.0,44272.0,248117.0,192330.0,85914.0,225872.0,37886.0,-21492.0,165677.0
2015,CT,6536.0,260925.0,315057.0,582518.0,45250.0,251759.0,199411.0,78386.0,226988.0,39460.0,-55442.0,182083.0
2016,CT,2340.0,254652.0,297867.0,554859.0,45670.0,226700.0,189645.0,78891.0,229270.0,39337.0,-51249.0,173363.0
