Year,State,Real GDP,Unit,State_Code
2005,New York,1171051.0,Millions of chained 2012 dollars,NY
2006,New York,1199903.8,Millions of chained 2012 dollars,NY
2007,New York,1202725.8,Millions of chained 2012 dollars,NY
2008,New York,1175470.9,Millions of chained 2012 dollars,NY
2009,New York,1223229.4,Millions of chained 2012 dollars,NY
2010,New York,1269486.5,Millions of chained 2012 dollars,NY
2011,New York,1269244.9,Millions of chained 2012 dollars,NY
2012,New York,1322447.9,Millions of chained 2012 dollars,NY
2013,New York,1319298.5,Millions of chained 2012 dollars,NY
2014,New York,1349268.1,Millions of chained 2012 dollars,NY
2015,New York,1372162.8,Millions of chained 2012 dollars,NY
2016,New York,1389680.6,Millions of chained 2012 dollars,NY
2000,North Carolina,354846.4,Millions of chained 2012 dollars,NC
2001,North Carolina,361354.5,Millions of chained 2012 dollars,NC
2002,North Carolina,366035.1,Millions of chained 2012 dollars,NC
2003,North Carolina,374503.2,Millions of chained 2012 dollars,NC
2004,North Carolina,388699.7,Millions of chained 2012 dollars,NC
2005,North Carolina,407491.4,Millions of chained 2012 dollars,NC
2006,North Carolina,432588.9,Millions of chained 2012 dollars,NC
2007,North Carolina,436437.2,Millions of chained 2012 dollars,NC
2008,North Carolina,446920.3,Millions of chained 2012 dollars,NC
2009,North Carolina,427107.8,Millions of chained 2012 dollars,NC
2010,North Carolina,433404.3,Millions of chained 2012 dollars,NC
2011,North Carolina,439088.5,Millions of chained 2012 dollars,NC
2012,North Carolina,439571.0,Millions of chained 2012 dollars,NC
2013,North Carolina,445361.4,Millions of chained 2012 dollars,NC
2014,North Carolina,455046.2,Millions of chained 2012 dollars,NC
2015,North Carolina,469478.8,Millions of chained 2012 dollars,NC
2016,North Carolina,475339.0,Millions of chained 2012 dollars,NC
2000,North Dakota,24598.2,Millions of chained 2012 dollars,ND
2001,North Dakota,25017.3,Millions of chained 2012 dollars,ND
2002,North Dakota,26370.3,Millions of chained 2012 dollars,ND
2003,North Dakota,27993.9,Millions of chained 2012 dollars,ND
2004,North Dakota,28266.6,Millions of chained 2012 dollars,ND
2005,North Dakota,29106.8,Millions of chained 2012 dollars,ND
2006,North Dakota,30261.5,Millions of chained 2012 dollars,ND
2007,North Dakota,31667.5,Millions of chained 2012 dollars,ND
2008,North Dakota,34154.6,Millions of chained 2012 dollars,ND
2009,North Dakota,35043.2,Millions of chained 2012 dollars,ND
2010,North Dakota,37696.5,Millions of chained 2012 dollars,ND
2011,North Dakota,41942.3,Millions of chained 2012 dollars,ND
2012,North Dakota,51345.1,Millions of chained 2012 dollars,ND
2013,North Dakota,52530.8,Millions of chained 2012 dollars,ND
2014,North Dakota,56522.9,Millions of chained 2012 dollars,ND
2015,North Dakota,54901.6,Millions of chained 2012 dollars,ND
2016,North Dakota,51036.3,Millions of chained 2012 dollars,ND
2000,Ohio,508991.7,Millions of chained 2012 dollars,OH
2001,Ohio,501815.4,Millions of chained 2012 dollars,OH
2002,Ohio,514752.0,Millions of chained 2012 dollars,OH
2003,Ohio,522648.9,Millions of chained 2012 dollars,OH
2004,Ohio,534358.7,Millions of chained 2012 dollars,OH
2005,Ohio,543744.7,Millions of chained 2012 dollars,OH
2006,Ohio,541179.6,Millions of chained 2012 dollars,OH
2007,Ohio,541411.2,Millions of chained 2012 dollars,OH
2008,Ohio,537199.7,Millions of chained 2012 dollars,OH
2009,Ohio,509215.7,Millions of chained 2012 dollars,OH
2010,Ohio,521094.7,Millions of chained 2012 dollars,OH
2011,Ohio,538703.3,Millions of chained 2012 dollars,OH
2012,Ohio,540819.3,Millions of chained 2012 dollars,OH
2013,Ohio,550800.0,Millions of chained 2012 dollars,OH
2014,Ohio,571911.6,Millions of chained 2012 dollars,OH
2015,Ohio,580414.1,Millions of chained 2012 dollars,OH
2016,Ohio,585088.9,Millions of chained 2012 dollars,OH
2000,Oklahoma,124110.5,Millions of chained 2012 dollars,OK
2001,Oklahoma,128721.1,Millions of chained 2012 dollars,OK
2002,Oklahoma,131078.3,Millions of chained 2012 dollars,OK
2003,Oklahoma,133084.3,Millions of chained 2012 dollars,OK
2004,Oklahoma,137435.8,Millions of chained 2012 dollars,OK
2005,Oklahoma,143072.5,Millions of chained 2012 dollars,OK
2006,Oklahoma,152659.0,Millions of chained 2012 dollars,OK
2007,Oklahoma,155464.7,Millions of chained 2012 dollars,OK
2008,Oklahoma,161361.4,Millions of chained 2012 dollars,OK
2009,Oklahoma,159235.6,Millions of chained 2012 dollars,OK
2010,Oklahoma,159226.5,Millions of chained 2012 dollars,OK
2011,Oklahoma,165153.0,Millions of chained 2012 dollars,OK
2012,Oklahoma,173483.7,Millions of chained 2012 dollars,OK
2013,Oklahoma,177601.6,Millions of chained 2012 dollars,OK
2014,Oklahoma,187739.1,Millions of chained 2012 dollars,OK
2015,Oklahoma,195902.1,Millions of chained 2012 dollars,OK
2016,Oklahoma,190109.7,Millions of chained 2012 dollars,OK
2000,Oregon,137802.0,Millions of chained 2012 dollars,OR
2001,Oregon,136687.5,Millions of chained 2012 dollars,OR
2002,Oregon,139698.1,Millions of chained 2012 dollars,OR
2003,Oregon,145584.9,Millions of chained 2012 dollars,OR
2004,Oregon,152797.8,Millions of chained 2012 dollars,OR
2005,Oregon,158462.8,Millions of chained 2012 dollars,OR
2006,Oregon,167912.2,Millions of chained 2012 dollars,OR
2007,Oregon,171113.5,Millions of chained 2012 dollars,OR
2008,Oregon,173955.1,Millions of chained 2012 dollars,OR
2009,Oregon,166653.2,Millions of chained 2012 dollars,OR
2010,Oregon,169015.8,Millions of chained 2012 dollars,OR
2011,Oregon,173883.1,Millions of chained 2012 dollars,OR
2012,Oregon,174493.1,Millions of chained 2012 dollars,OR
2013,Oregon,175805.1,Millions of chained 2012 dollars,OR
2014,Oregon,181861.0,Millions of chained 2012 dollars,OR
2015,Oregon,191999.0,Millions of chained 2012 dollars,OR
2016,Oregon,200948.2,Millions of chained 2012 dollars,OR
2000,Pennsylvania,537224.0,Millions of chained 2012 dollars,PA
2001,Pennsylvania,544790.8,Millions of chained 2012 dollars,PA
2002,Pennsylvania,550247.0,Millions of chained 2012 dollars,PA
2003,Pennsylvania,562435.7,Millions of chained 2012 dollars,PA
2004,Pennsylvania,578033.8,Millions of chained 2012 dollars,PA
2005,Pennsylvania,588054.9,Millions of chained 2012 dollars,PA
2006,Pennsylvania,592030.3,Millions of chained 2012 dollars,PA
2007,Pennsylvania,612017.6,Millions of chained 2012 dollars,PA
2008,Pennsylvania,623821.3,Millions of chained 2012 dollars,PA
2009,Pennsylvania,605496.7,Millions of chained 2012 dollars,PA
2010,Pennsylvania,622466.7,Millions of chained 2012 dollars,PA
2011,Pennsylvania,631371.8,Millions of chained 2012 dollars,PA
2012,Pennsylvania,641317.3,Millions of chained 2012 dollars,PA
2013,Pennsylvania,651318.9,Millions of chained 2012 dollars,PA
2014,Pennsylvania,666494.4,Millions of chained 2012 dollars,PA
2015,Pennsylvania,681234.6,Millions of chained 2012 dollars,PA
2016,Pennsylvania,689844.4,Millions of chained 2012 dollars,PA
2000,Rhode Island,45246.1,Millions of chained 2012 dollars,RI
2001,Rhode Island,45917.5,Millions of chained 2012 dollars,RI
2002,Rhode Island,47611.1,Millions of chained 2012 dollars,RI
2003,Rhode Island,49374.3,Millions of chained 2012 dollars,RI
2004,Rhode Island,51583.2,Millions of chained 2012 dollars,RI
2005,Rhode Island,52316.3,Millions of chained 2012 dollars,RI
2006,Rhode Island,53518.2,Millions of chained 2012 dollars,RI
2007,Rhode Island,52087.4,Millions of chained 2012 dollars,RI
2008,Rhode Island,50447.1,Millions of chained 2012 dollars,RI
2009,Rhode Island,50213.6,Millions of chained 2012 dollars,RI
2010,Rhode Island,51467.5,Millions of chained 2012 dollars,RI
2011,Rhode Island,51269.1,Millions of chained 2012 dollars,RI
2012,Rhode Island,51642.0,Millions of chained 2012 dollars,RI
2013,Rhode Island,52084.6,Millions of chained 2012 dollars,RI
2014,Rhode Island,52134.2,Millions of chained 2012 dollars,RI
2015,Rhode Island,53096.5,Millions of chained 2012 dollars,RI
2016,Rhode Island,53090.7,Millions of chained 2012 dollars,RI
2000,South Carolina,150501.3,Millions of chained 2012 dollars,SC
2001,South Carolina,151105.2,Millions of chained 2012 dollars,SC
2002,South Carolina,154698.0,Millions of chained 2012 dollars,SC
2003,South Carolina,160138.4,Millions of chained 2012 dollars,SC
2004,South Carolina,162237.9,Millions of chained 2012 dollars,SC
2005,South Carolina,166573.9,Millions of chained 2012 dollars,SC
2006,South Carolina,170339.0,Millions of chained 2012 dollars,SC
2007,South Carolina,175090.1,Millions of chained 2012 dollars,SC
2008,South Carolina,174584.2,Millions of chained 2012 dollars,SC
2009,South Carolina,166849.7,Millions of chained 2012 dollars,SC
2010,South Carolina,170166.5,Millions of chained 2012 dollars,SC
2011,South Carolina,174127.9,Millions of chained 2012 dollars,SC
2012,South Carolina,175374.8,Millions of chained 2012 dollars,SC
2013,South Carolina,178940.4,Millions of chained 2012 dollars,SC
2014,South Carolina,183561.9,Millions of chained 2012 dollars,SC
2015,South Carolina,189899.8,Millions of chained 2012 dollars,SC
2016,South Carolina,195459.6,Millions of chained 2012 dollars,SC
2000,South Dakota,29406.8,Millions of chained 2012 dollars,SD
2001,South Dakota,29746.2,Millions of chained 2012 dollars,SD
2002,South Dakota,32958.4,Millions of chained 2012 dollars,SD
2003,South Dakota,33657.3,Millions of chained 2012 dollars,SD
2004,South Dakota,35071.4,Millions of chained 2012 dollars,SD
2005,South Dakota,35907.3,Millions of chained 2012 dollars,SD
2006,South Dakota,36459.0,Millions of chained 2012 dollars,SD
2007,South Dakota,38057.4,Millions of chained 2012 dollars,SD
2008,South Dakota,39643.2,Millions of chained 2012 dollars,SD
2009,South Dakota,39731.9,Millions of chained 2012 dollars,SD
2010,South Dakota,40129.8,Millions of chained 2012 dollars,SD
2011,South Dakota,42793.5,Millions of chained 2012 dollars,SD
2012,South Dakota,43444.6,Millions of chained 2012 dollars,SD
2013,South Dakota,43602.2,Millions of chained 2012 dollars,SD
2014,South Dakota,44153.0,Millions of chained 2012 dollars,SD
2015,South Dakota,45442.6,Millions of chained 2012 dollars,SD
2016,South Dakota,45685.5,Millions of chained 2012 dollars,SD
2000,Tennessee,233152.7,Millions of chained 2012 dollars,TN
2001,Tennessee,232723.2,Millions of chained 2012 dollars,TN
2002,Tennessee,240522.4,Millions of chained 2012 dollars,TN
2003,Tennessee,247823.7,Millions of chained 2012 dollars,TN
2004,Tennessee,259337.3,Millions of chained 2012 dollars,TN
2005,Tennessee,264652.2,Millions of chained 2012 dollars,TN
2006,Tennessee,271464.6,Millions of chained 2012 dollars,TN
2007,Tennessee,268755.6,Millions of chained 2012 dollars,TN
2008,Tennessee,272011.3,Millions of chained 2012 dollars,TN
2009,Tennessee,263015.5,Millions of chained 2012 dollars,TN
2010,Tennessee,266727.2,Millions of chained 2012 dollars,TN
2011,Tennessee,274803.6,Millions of chained 2012 dollars,TN
2012,Tennessee,283721.8,Millions of chained 2012 dollars,TN
2013,Tennessee,286801.4,Millions of chained 2012 dollars,TN
2014,Tennessee,291687.6,Millions of chained 2012 dollars,TN
2015,Tennessee,301587.2,Millions of chained 2012 dollars,TN
2016,Tennessee,308031.6,Millions of chained 2012 dollars,TN
2000,Texas,998296.5,Millions of chained 2012 dollars,TX
2001,Texas,1021889.0,Millions of chained 2012 dollars,TX
2002,Texas,1041811.0,Millions of chained 2012 dollars,TX
2003,Texas,1048298.6,Millions of chained 2012 dollars,TX
2004,Texas,1102696.3,Millions of chained 2012 dollars,TX
2005,Texas,1132796.1,Millions of chained 2012 dollars,TX
2006,Texas,1210286.8,Millions of chained 2012 dollars,TX
2007,Texas,1274302.5,Millions of chained 2012 dollars,TX
2008,Texas,1275773.6,Millions of chained 2012 dollars,TX
2009,Texas,1271435.8,Millions of chained 2012 dollars,TX
2010,Texas,1301726.7,Millions of chained 2012 dollars,TX
2011,Texas,1343790.9,Millions of chained 2012 dollars,TX
2012,Texas,1411378.7,Millions of chained 2012 dollars,TX
2013,Texas,1472103.5,Millions of chained 2012 dollars,TX
2014,Texas,1523057.2,Millions of chained 2012 dollars,TX
2015,Texas,1596361.9,Millions of chained 2012 dollars,TX
2016,Texas,1600260.2,Millions of chained 2012 dollars,TX
2000,Utah,92507.5,Millions of chained 2012 dollars,UT
2001,Utah,93886.6,Millions of chained 2012 dollars,UT
2002,Utah,95693.3,Millions of chained 2012 dollars,UT
2003,Utah,97648.8,Millions of chained 2012 dollars,UT
2004,Utah,102724.6,Millions of chained 2012 dollars,UT
2005,Utah,109145.6,Millions of chained 2012 dollars,UT
2006,Utah,118720.6,Millions of chained 2012 dollars,UT
2007,Utah,124497.7,Millions of chained 2012 dollars,UT
2008,Utah,123483.3,Millions of chained 2012 dollars,UT
2009,Utah,120791.6,Millions of chained 2012 dollars,UT
2010,Utah,123330.1,Millions of chained 2012 dollars,UT
2011,Utah,127060.0,Millions of chained 2012 dollars,UT
2012,Utah,128721.0,Millions of chained 2012 dollars,UT
2013,Utah,131901.8,Millions of chained 2012 dollars,UT
2014,Utah,136081.5,Millions of chained 2012 dollars,UT
2015,Utah,141703.3,Millions of chained 2012 dollars,UT
2016,Utah,147414.0,Millions of chained 2012 dollars,UT
2000,Vermont,23022.5,Millions of chained 2012 dollars,VT
2001,Vermont,23713.5,Millions of chained 2012 dollars,VT
2002,Vermont,24455.4,Millions of chained 2012 dollars,VT
2003,Vermont,25301.3,Millions of chained 2012 dollars,VT
2004,Vermont,26564.3,Millions of chained 2012 dollars,VT
2005,Vermont,26909.4,Millions of chained 2012 dollars,VT
2006,Vermont,27132.4,Millions of chained 2012 dollars,VT
2007,Vermont,26801.5,Millions of chained 2012 dollars,VT
2008,Vermont,27437.2,Millions of chained 2012 dollars,VT
2009,Vermont,26996.6,Millions of chained 2012 dollars,VT
2010,Vermont,28111.0,Millions of chained 2012 dollars,VT
2011,Vermont,28733.3,Millions of chained 2012 dollars,VT
2012,Vermont,28887.4,Millions of chained 2012 dollars,VT
2013,Vermont,28498.6,Millions of chained 2012 dollars,VT
2014,Vermont,28521.8,Millions of chained 2012 dollars,VT
2015,Vermont,28906.5,Millions of chained 2012 dollars,VT
2016,Vermont,29362.9,Millions of chained 2012 dollars,VT
2000,Virginia,346160.5,Millions of chained 2012 dollars,VA
2001,Virginia,358518.5,Millions of chained 2012 dollars,VA
2002,Virginia,362261.5,Millions of chained 2012 dollars,VA
2003,Virginia,376113.7,Millions of chained 2012 dollars,VA
2004,Virginia,393446.1,Millions of chained 2012 dollars,VA
2005,Virginia,415086.9,Millions of chained 2012 dollars,VA
2006,Virginia,423737.5,Millions of chained 2012 dollars,VA
2007,Virginia,427001.0,Millions of chained 2012 dollars,VA
2008,Virginia,425803.5,Millions of chained 2012 dollars,VA
2009,Virginia,425583.3,Millions of chained 2012 dollars,VA
2010,Virginia,437267.8,Millions of chained 2012 dollars,VA
2011,Virginia,441608.8,Millions of chained 2012 dollars,VA
2012,Virginia,444950.0,Millions of chained 2012 dollars,VA
2013,Virginia,446559.7,Millions of chained 2012 dollars,VA
2014,Virginia,445869.2,Millions of chained 2012 dollars,VA
2015,Virginia,454952.9,Millions of chained 2012 dollars,VA
2016,Virginia,456676.4,Millions of chained 2012 dollars,VA
2000,West Virginia,62051.5,Millions of chained 2012 dollars,WV
2001,West Virginia,62016.8,Millions of chained 2012 dollars,WV
2002,West Virginia,62805.3,Millions of chained 2012 dollars,WV
2003,West Virginia,62839.1,Millions of chained 2012 dollars,WV
2004,West Virginia,63721.4,Millions of chained 2012 dollars,WV
2005,West Virginia,65548.9,Millions of chained 2012 dollars,WV
2006,West Virginia,66435.4,Millions of chained 2012 dollars,WV
2007,West Virginia,66522.1,Millions of chained 2012 dollars,WV
2008,West Virginia,67888.3,Millions of chained 2012 dollars,WV
2009,West Virginia,67564.9,Millions of chained 2012 dollars,WV
2010,West Virginia,68443.6,Millions of chained 2012 dollars,WV
2011,West Virginia,69658.0,Millions of chained 2012 dollars,WV
2012,West Virginia,69399.0,Millions of chained 2012 dollars,WV
2013,West Virginia,70158.7,Millions of chained 2012 dollars,WV
2014,West Virginia,69874.1,Millions of chained 2012 dollars,WV
2015,West Virginia,69761.1,Millions of chained 2012 dollars,WV
2016,West Virginia,68901.2,Millions of chained 2012 dollars,WV
2000,Wisconsin,233084.8,Millions of chained 2012 dollars,WI
2001,Wisconsin,236113.0,Millions of chained 2012 dollars,WI
2002,Wisconsin,240995.6,Millions of chained 2012 dollars,WI
2003,Wisconsin,247867.0,Millions of chained 2012 dollars,WI
2004,Wisconsin,256002.6,Millions of chained 2012 dollars,WI
2005,Wisconsin,262160.8,Millions of chained 2012 dollars,WI
2006,Wisconsin,266471.3,Millions of chained 2012 dollars,WI
2007,Wisconsin,267936.1,Millions of chained 2012 dollars,WI
2008,Wisconsin,264632.1,Millions of chained 2012 dollars,WI
2009,Wisconsin,257142.6,Millions of chained 2012 dollars,WI
2010,Wisconsin,264841.1,Millions of chained 2012 dollars,WI
2011,Wisconsin,270372.5,Millions of chained 2012 dollars,WI
2012,Wisconsin,274343.9,Millions of chained 2012 dollars,WI
2013,Wisconsin,276189.5,Millions of chained 2012 dollars,WI
2014,Wisconsin,282078.9,Millions of chained 2012 dollars,WI
2015,Wisconsin,287164.3,Millions of chained 2012 dollars,WI
2016,Wisconsin,290750.2,Millions of chained 2012 dollars,WI
2000,Wyoming,27708.2,Millions of chained 2012 dollars,WY
2001,Wyoming,29240.7,Millions of chained 2012 dollars,WY
2002,Wyoming,29875.5,Millions of chained 2012 dollars,WY
2003,Wyoming,30612.3,Millions of chained 2012 dollars,WY
2004,Wyoming,31529.7,Millions of chained 2012 dollars,WY
2005,Wyoming,33120.8,Millions of chained 2012 dollars,WY
2006,Wyoming,37526.7,Millions of chained 2012 dollars,WY
2007,Wyoming,40334.9,Millions of chained 2012 dollars,WY
2008,Wyoming,42632.5,Millions of chained 2012 dollars,WY
2009,Wyoming,41385.4,Millions of chained 2012 dollars,WY
2010,Wyoming,39801.4,Millions of chained 2012 dollars,WY
2011,Wyoming,39395.5,Millions of chained 2012 dollars,WY
2012,Wyoming,38431.7,Millions of chained 2012 dollars,WY
2013,Wyoming,38503.9,Millions of chained 2012 dollars,WY
2014,Wyoming,38717.6,Millions of chained 2012 dollars,WY
2015,Wyoming,39723.0,Millions of chained 2012 dollars,WY
2016,Wyoming,38052.9,Millions of chained 2012 dollars,WY
